ts,container,cpu_pct,mem_used,mem_pct,net_io,block_io
17:16:10,facultylens-perf-scheduler,0.07%,32.43MiB / 7.317GiB,0.43%,1.79kB / 911B,610kB / 709kB
17:16:10,facultylens-perf-worker,0.08%,41.31MiB / 7.317GiB,0.55%,53.6kB / 432kB,9.4MB / 709kB
17:16:10,facultylens-perf-app,0.00%,75.81MiB / 7.317GiB,1.01%,24.6MB / 48MB,7.25MB / 717kB
17:16:10,facultylens-perf-nginx,0.35%,15.45MiB / 7.317GiB,0.21%,874MB / 892MB,13.4MB / 4.1kB
17:16:10,facultylens-perf-redis,0.90%,17.32MiB / 7.317GiB,0.23%,570MB / 1.14GB,38.6MB / 759MB
17:16:10,facultylens-perf-mysql,3.16%,617MiB / 7.317GiB,8.23%,269MB / 926MB,50.6MB / 2.54GB
17:16:10,facultylens-perf-ai-service,0.11%,414.9MiB / 7.317GiB,5.54%,144MB / 7.06MB,553MB / 0B
17:16:17,facultylens-perf-scheduler,0.07%,32.43MiB / 7.317GiB,0.43%,1.79kB / 911B,610kB / 709kB
17:16:17,facultylens-perf-worker,0.00%,41.31MiB / 7.317GiB,0.55%,54.7kB / 441kB,9.4MB / 709kB
17:16:17,facultylens-perf-app,0.00%,75.81MiB / 7.317GiB,1.01%,25MB / 53MB,7.25MB / 717kB
17:16:17,facultylens-perf-nginx,0.00%,15.43MiB / 7.317GiB,0.21%,875MB / 892MB,13.4MB / 4.1kB
17:16:17,facultylens-perf-redis,0.30%,11.23MiB / 7.317GiB,0.15%,572MB / 1.14GB,38.7MB / 761MB
17:16:17,facultylens-perf-mysql,0.59%,617.2MiB / 7.317GiB,8.24%,269MB / 926MB,50.6MB / 2.55GB
17:16:17,facultylens-perf-ai-service,0.11%,414.9MiB / 7.317GiB,5.54%,144MB / 7.06MB,553MB / 0B
17:16:25,facultylens-perf-scheduler,0.06%,32.43MiB / 7.317GiB,0.43%,1.79kB / 911B,610kB / 709kB
17:16:25,facultylens-perf-worker,0.00%,41.31MiB / 7.317GiB,0.55%,56.2kB / 454kB,9.4MB / 709kB
17:16:25,facultylens-perf-app,0.00%,75.82MiB / 7.317GiB,1.01%,25.4MB / 57.9MB,7.25MB / 717kB
17:16:25,facultylens-perf-nginx,0.00%,15.43MiB / 7.317GiB,0.21%,875MB / 893MB,13.4MB / 4.1kB
17:16:25,facultylens-perf-redis,0.26%,17.15MiB / 7.317GiB,0.23%,576MB / 1.14GB,38.7MB / 765MB
17:16:25,facultylens-perf-mysql,0.59%,617.1MiB / 7.317GiB,8.24%,269MB / 927MB,50.6MB / 2.55GB
